ID,date,breakfast,lunch,supper,start_weight,weight
ab15621942f7dc4585c86e827b32ab8c,2018/12/18,breakfast/234162_20181218_breakfast_1545095440.jpg|||tofu pancake egg,lunch/234162_20181218_lunch_1545111017.jpg;lunch/234162_20181218_lunch_1545111020.jpg|||cabbage dumpling egg,supper/234162_20181218_supper_1545134202.jpg|||porridge cauliflower lettuce potato egg,76.0,76.2
ab15621942f7dc4585c86e827b32ab8c,2018/12/19,breakfast/234162_20181219_breakfast_1545174145.jpg;breakfast/234162_20181219_breakfast_1545174149.jpg|||pancake,lunch/234162_20181219_lunch_1545192539.jpg;lunch/234162_20181219_lunch_1545192551.jpg|||egg,supper/234162_20181219_supper_1545220315.jpg|||shrimp lettuce fish tofu mushroom,76.2,76.2
ab15621942f7dc4585c86e827b32ab8c,2018/12/20,breakfast/234162_20181220_breakfast_1545264379.jpg|||bread beef egg,lunch/234162_20181220_lunch_1545286050.jpg|||broccoli beef custard rice,supper/234162_20181220_supper_1545300456.jpg|||broccoli beef rice,76.2,76.0
ab15621942f7dc4585c86e827b32ab8c,2018/12/21,breakfast/234162_20181221_breakfast_1545353100.jpg|||dragonfish bread milk lettuce,lunch/234162_20181221_lunch_1545367881.jpg|||vegetable cauliflower rice tofu soup green egg,supper/234162_20181221_supper_1545390466.jpg|||tomato lettuce soup green egg,76.0,76.0
ab15621942f7dc4585c86e827b32ab8c,2018/12/22,breakfast/234162_20181222_breakfast_1545439953.jpg|||dragonfish bread lettuce green milk,lunch/234162_20181222_lunch_1545456693.jpg;lunch/234162_20181222_lunch_1545456700.jpg|||beef fish cabbage soup green,supper/234162_20181222_supper_1545477104.jpg;supper/234162_20181222_supper_1545477108.jpg|||bean mushroom dumpling,76.0,76.2
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/5,breakfast/234121_20181205_breakfast_1543978565.jpg|||bun milk,lunch/234121_20181205_lunch_1543994777.jpg|||melon bun,supper/234121_20181205_supper_1544011289.jpg|||noodle,80.0,80.0
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/6,breakfast/234121_20181206_breakfast_1544059337.jpg|||bun porridge pickles egg,lunch/234121_20181206_lunch_1544077992.jpg|||chicken tomato rice potato egg,supper/234121_20181206_supper_1544101167.jpg|||soybean corn bean porridge carrot celery peanut lotus_root,80.0,78.2
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/7,breakfast/234121_20181207_breakfast_1544152666.jpg|||bean porridge cucumber rice onion cake celery lotus_root egg,lunch/234121_20181207_lunch_1544166420.jpg|||bread kelp meat,supper/234121_20181207_supper_1544181434.jpg|||noodle banana potato,78.2,77.9
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/8,breakfast/234121_20181208_breakfast_1544235999.jpg|||egg bean porridge carrot bamboo_shoot lotus_root,lunch/234121_20181208_lunch_1544254402.jpg|||melon bread potato,supper/234121_20181208_supper_1544268008.jpg;supper/234121_20181208_supper_1544268031.jpg|||moss bread carrot tofu soup,77.9,76.8
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/9,breakfast/234121_20181209_breakfast_1544323092.jpg|||soup cucumber potato,lunch/234121_20181209_lunch_1544339281.jpg;lunch/234121_20181209_lunch_1544339288.jpg|||pepper meat pizza egg,supper/234121_20181209_supper_1544358318.jpg|||shrimp chicken moss carrot potato tofu,76.8,76.2
b5a8ca87b788cbf0cea55254268f2e0c,2018/12/10,breakfast/234121_20181210_breakfast_1544412193.jpg|||egg bean porridge tofu lotus_root,lunch/234121_20181210_lunch_1544427485.jpg|||pepper moss wood_ear meat potato egg,supper/234121_20181210_supper_1544440975.jpg|||sausage wood_ear potato,76.2,75.9
da7c103946de4a9694fdf20b89c6eecf,2018/12/4,breakfast/234034_20181204_breakfast_1543879229.jpg|||banana egg,lunch/234034_20181204_lunch_1543897428.jpg|||dragonfish zucchini cucumber tomato potato soup mushroom,supper/234034_20181204_supper_1543917987.jpg|||salmon porridge tomato potato mushroom,57.1,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/5,breakfast/234034_20181205_breakfast_1543972925.jpg|||tomato egg,lunch/234034_20181205_lunch_1543981695.jpg|||dragonfish cucumber cauliflower tomato pumpkin soup,supper/234034_20181205_supper_1544014963.jpg|||cheese vegetable,57.0,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/6,breakfast/234034_20181206_breakfast_1544050571.jpg|||milk beef chrysanthemum tomato,lunch/234034_20181206_lunch_1544071336.jpg|||cucumber tomato carrot beef potato cabbage soup eggplant,supper/234034_20181206_supper_1544091153.jpg|||soup asparagus chicken celery,57.3,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/7,breakfast/234034_20181207_breakfast_1544138489.jpg|||corn bread chrysanthemum tuna milk egg,lunch/234034_20181207_lunch_1544162035.jpg|||chicken zucchini broccoli bread celery mushroom bamboo_shoot egg,supper/234034_20181207_supper_1544178960.jpg|||bean porridge celery lettuce cabbage,57.3,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/8,breakfast/234034_20181208_breakfast_1544228347.jpg|||bean soup corn egg,lunch/234034_20181208_lunch_1544245630.jpg|||artemisia mushroom beef lettuce tofu lamb,supper/234034_20181208_supper_1544264665.jpg|||silver_ear pear egg,57.0,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/17,breakfast/234034_20181217_breakfast_1545010312.jpg|||cucumber taro cabbage milk egg,lunch/234034_20181217_lunch_1545019127.jpg;lunch/234034_20181217_lunch_1545019132.jpg|||sausage sesame cucumber taro lettuce pumpkin potato,supper/234034_20181217_supper_1545040998.jpg|||porridge pancake,57.0,56.9
da7c103946de4a9694fdf20b89c6eecf,2018/12/18,breakfast/234034_20181218_breakfast_1545087905.jpg|||bean taro carrot celery lettuce oatmeal,lunch/234034_20181218_lunch_1545105094.jpg|||sesame bean tomato carrot pumpkin potato egg,supper/234034_20181218_supper_1545127059.jpg|||tofu soup chicken cauliflower,56.9,56.5
da7c103946de4a9694fdf20b89c6eecf,2018/12/19,breakfast/234034_20181219_breakfast_1545177779.jpg|||soup kelp milk pumpkin,lunch/234034_20181219_lunch_1545191723.jpg|||chicken spinach sesame rice kelp egg,supper/234034_20181219_supper_1545215633.jpg|||fish cabbage tofu soup,56.5,56.5
da7c103946de4a9694fdf20b89c6eecf,2018/12/20,breakfast/234034_20181220_breakfast_1545261221.jpg|||oatmeal spinach celery,lunch/234034_20181220_lunch_1545283499.jpg|||chicken spinach bean celery pumpkin potato kelp,supper/234034_20181220_supper_1545300692.jpg|||tofu beef porridge celery,56.5,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/21,breakfast/234034_20181221_breakfast_1545352245.jpg|||broccoli cucumber yogurt egg,lunch/234034_20181221_lunch_1545364367.jpg|||zucchini sesame tomato rice tofu,supper/234034_20181221_supper_1545394552.jpg|||salmon bean cabbage tofu soup,57.0,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/22,breakfast/234034_20181222_breakfast_1545437829.jpg|||broccoli tofu yogurt egg,lunch/234034_20181222_lunch_1545453350.jpg|||dumpling,supper/234034_20181222_supper_1545484384.jpg|||chicken porridge cucumber mushroom pea,57.0,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/23,breakfast/234034_20181223_breakfast_1545526312.jpg|||bean broccoli potato kelp milk egg,lunch/234034_20181223_lunch_1545570151.jpg|||salmon bean cabbage soup kelp,supper/234034_20181223_supper_1545570213.jpg|||salmon bean lettuce,57.0,57.0
da7c103946de4a9694fdf20b89c6eecf,2018/12/24,breakfast/234034_20181224_breakfast_1545623540.jpg|||cucumber egg yogurt potato,lunch/234034_20181224_lunch_1545623584.jpg|||sesame cabbage chicken rice,supper/234034_20181224_supper_1545661524.jpg|||soup chicken celery lettuce,57.0,57.6
da7c103946de4a9694fdf20b89c6eecf,2018/12/25,breakfast/234034_20181225_breakfast_1545692489.jpg|||cabbage oatmeal egg,lunch/234034_20181225_lunch_1545749321.jpg|||rapeseed broccoli beef carrot soup mushroom,supper/234034_20181225_supper_1545749437.jpg|||cabbage beef porridge celery,57.6,57.6
da7c103946de4a9694fdf20b89c6eecf,2018/12/26,breakfast/234034_20181226_breakfast_1545779212.jpg|||cucumber egg milk pumpkin,lunch/234034_20181226_lunch_1545795625.jpg;lunch/234034_20181226_lunch_1545795653.jpg|||cabbage sauce potato,supper/234034_20181226_supper_1545826634.jpg|||tofu rapeseed broccoli sprout soup,57.6,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/27,breakfast/234034_20181227_breakfast_1545866505.jpg|||porridge tomato,lunch/234034_20181227_lunch_1545881740.jpg|||sesame cabbage beef rice,supper/234034_20181227_supper_1545912723.jpg|||sausage cake soy noodle cabbage sprout,57.3,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/28,breakfast/234034_20181228_breakfast_1545954503.jpg|||yogurt soy cabbage sprout egg,lunch/234034_20181229_lunch_1546037864.jpg|||broccoli soup celery cabbage,supper/234034_20181229_supper_1546038001.jpg|||tofu soup chicken cauliflower,57.3,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/29,breakfast/234034_20181229_breakfast_1546037764.jpg|||bread yogurt tomato,lunch/234034_20181229_lunch_1546085086.jpg|||chicken zucchini wonton fish oatmeal,supper/234034_20181229_supper_1546085237.jpg|||,57.3,57.3
da7c103946de4a9694fdf20b89c6eecf,2018/12/30,breakfast/234034_20181230_breakfast_1546130558.jpg|||tofu spinach potato,lunch/234034_20181230_lunch_1546168904.jpg|||noodle,supper/234034_20181230_supper_1546168764.jpg|||tofu soup egg lettuce,57.3,57.3
5e1f24a9cc7f2b888c000c6139231be6,2018/11/30,breakfast/233769_20181130_breakfast_1543534493.jpg|||porridge dumpling egg,lunch/233769_20181130_lunch_1543548515.jpg|||potato artemisia rice,supper/233769_20181130_supper_1543576216.jpg|||,97.8,97.5
5e1f24a9cc7f2b888c000c6139231be6,2018/12/1,breakfast/233769_20181201_breakfast_1543622073.jpg|||porridge walnut date,lunch/233769_20181201_lunch_1543635080.jpg|||taro pumpkin,supper/233769_20181201_supper_1543656641.jpg|||tofu porridge beef,97.5,98.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/2,breakfast/233769_20181202_breakfast_1543708111.jpg|||porridge walnut pumpkin egg,lunch/233769_20181202_lunch_1543721144.jpg|||cabbage coriander lamb pork,supper/233769_20181202_supper_1543743230.jpg|||fish tofu porridge,98.0,98.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/3,breakfast/233769_20181203_breakfast_1543794609.jpg|||tofu porridge walnut egg,lunch/233769_20181203_lunch_1543807771.jpg|||eggplant seedlings mushroom rice,supper/233769_20181203_supper_1543835026.jpg|||corn meat,98.0,97.5
5e1f24a9cc7f2b888c000c6139231be6,2018/12/4,breakfast/233769_20181204_breakfast_1543883907.jpg|||cake porridge walnut egg,lunch/233769_20181204_lunch_1543893648.jpg|||pork cabbage dumpling,supper/233769_20181204_supper_1543930299.jpg|||chicken,97.5,97.5
5e1f24a9cc7f2b888c000c6139231be6,2018/12/12,breakfast/233769_20181212_breakfast_1544572299.jpg|||cabbage chrysanthemum porridge egg,lunch/233769_20181212_lunch_1544585926.jpg|||chicken rice duck celery green,supper/233769_20181212_supper_1544606342.jpg|||chicken porridge carrot duck celery,97.5,97.7
5e1f24a9cc7f2b888c000c6139231be6,2018/12/13,breakfast/233769_20181213_breakfast_1544660340.jpg|||porridge radish egg,lunch/233769_20181213_lunch_1544672798.jpg|||seedlings chicken broccoli rice fish,supper/233769_20181213_supper_1544692781.jpg|||fish bread chrysanthemum porridge,97.7,96.7
5e1f24a9cc7f2b888c000c6139231be6,2018/12/14,breakfast/233769_20181214_breakfast_1544744376.jpg|||cabbage porridge egg bun,lunch/233769_20181214_lunch_1544759214.jpg|||bun tomato rice carrot duck fish egg,supper/233769_20181214_supper_1544779297.jpg|||bread carrot duck noodle,96.7,96.7
5e1f24a9cc7f2b888c000c6139231be6,2018/12/15,breakfast/233769_20181215_breakfast_1544833732.jpg|||bread porridge egg,lunch/233769_20181215_lunch_1544846223.jpg|||artemisia pork bread fish lotus_root,supper/233769_20181215_supper_1544866654.jpg|||bread tofu soup,96.7,97.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/16,breakfast/233769_20181216_breakfast_1544919429.jpg|||bread cabbage porridge egg,lunch/233769_20181216_lunch_1544931597.jpg|||bread spareribs tofu mushroom egg,supper/233769_20181216_supper_1544954982.jpg|||bread beef porridge spareribs,97.0,95.8
5e1f24a9cc7f2b888c000c6139231be6,2018/12/17,breakfast/233769_20181217_breakfast_1545005201.jpg|||porridge egg,lunch/233769_20181217_lunch_1545018153.jpg|||bread noodle pork cabbage,supper/233769_20181217_supper_1545039055.jpg|||soup,95.8,96.2
5e1f24a9cc7f2b888c000c6139231be6,2018/12/18,breakfast/233769_20181218_breakfast_1545090758.jpg|||porridge egg,lunch/233769_20181218_lunch_1545105801.jpg|||spinach bread fish cabbage tofu lotus_root,supper/233769_20181218_supper_1545124797.jpg|||fish spinach green noodle,96.2,96.5
5e1f24a9cc7f2b888c000c6139231be6,2018/12/19,breakfast/233769_20181219_breakfast_1545177204.jpg|||porridge walnut egg,lunch/233769_20181219_lunch_1545190963.jpg|||pepper vegetable bean bread meat fish,supper/233769_20181219_supper_1545210865.jpg|||pepper porridge meal_replacement_powder bean,96.5,96.3
5e1f24a9cc7f2b888c000c6139231be6,2018/12/20,breakfast/233769_20181220_breakfast_1545264642.jpg|||porridge radish egg,lunch/233769_20181220_lunch_1545277307.jpg|||seedlings bread pumpkin potato green,supper/233769_20181220_supper_1545297171.jpg|||porridge meal_replacement_powder potato,96.3,96.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/21,breakfast/233769_20181221_breakfast_1545350484.jpg|||walnut chicken porridge radish egg,lunch/233769_20181221_lunch_1545364751.jpg|||chicken cauliflower onion bread bone egg,supper/233769_20181221_supper_1545383986.jpg|||bread meal_replacement_powder radish pumpkin,96.0,95.4
5e1f24a9cc7f2b888c000c6139231be6,2018/12/22,breakfast/233769_20181222_breakfast_1545435621.jpg|||carrot porridge pumpkin egg,lunch/233769_20181222_lunch_1545448916.jpg|||chive dumpling,supper/233769_20181222_supper_1545472924.jpg|||chicken celery meat fish wine green egg,95.4,95.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/23,breakfast/233769_20181223_breakfast_1545522453.jpg|||walnut porridge carrot green egg,lunch/233769_20181223_lunch_1545535645.jpg|||shrimp chicken bread radish lettuce,supper/233769_20181223_supper_1545574904.jpg|||bread meal_replacement_powder chicken,95.0,96.1
5e1f24a9cc7f2b888c000c6139231be6,2018/12/24,breakfast/233769_20181224_breakfast_1545607600.jpg|||porridge walnut egg,lunch/233769_20181224_lunch_1545622393.jpg|||chicken pork onion bread celery tofu,supper/233769_20181224_supper_1545643596.jpg|||chicken onion fish cabbage tofu,96.1,95.1
5e1f24a9cc7f2b888c000c6139231be6,2018/12/25,breakfast/233769_20181225_breakfast_1545695327.jpg|||porridge egg,lunch/233769_20181225_lunch_1545708932.jpg|||chicken spinach onion lamb chive egg,supper/233769_20181225_supper_1545729316.jpg|||meal_replacement_powder cauliflower onion carrot lamb,95.1,95.1
5e1f24a9cc7f2b888c000c6139231be6,2018/12/26,breakfast/233769_20181226_breakfast_1545781932.jpg|||porridge egg,lunch/233769_20181226_lunch_1545796032.jpg|||bread beef noodle potato tofu,supper/233769_20181226_supper_1545815329.jpg|||bread carrot meal_replacement_powder cabbage,95.1,95.2
5e1f24a9cc7f2b888c000c6139231be6,2018/12/27,breakfast/233769_20181227_breakfast_1545867391.jpg|||tofu porridge walnut egg,lunch/233769_20181227_lunch_1545882261.jpg|||bread beef carrot potato fish green,supper/233769_20181227_supper_1545902447.jpg|||fish bread meal_replacement_powder cabbage,95.2,94.4
5e1f24a9cc7f2b888c000c6139231be6,2018/12/28,breakfast/233769_20181228_breakfast_1545953826.jpg|||carrot porridge egg,lunch/233769_20181228_lunch_1545967576.jpg|||bread pork noodle,supper/233769_20181228_supper_1545987626.jpg|||fish beef meal_replacement_powder spinach,94.4,94.6
5e1f24a9cc7f2b888c000c6139231be6,2018/12/29,breakfast/233769_20181229_breakfast_1546040193.jpg|||tofu porridge walnut egg,lunch/233769_20181229_lunch_1546055041.jpg|||pepper pork bread lettuce egg,supper/233769_20181229_supper_1546078886.jpg|||fish bean beef mushroom,94.6,95.0
5e1f24a9cc7f2b888c000c6139231be6,2018/12/30,breakfast/233769_20181230_breakfast_1546126625.jpg|||carrot porridge egg,lunch/233769_20181230_lunch_1546140900.jpg|||cabbage bread tofu noodle,supper/233769_20181230_supper_1546179075.jpg|||green noodle,95.0,94.5
5e1f24a9cc7f2b888c000c6139231be6,2018/12/31,breakfast/233769_20181231_breakfast_1546213717.jpg|||porridge egg,lunch/233769_20181231_lunch_1546227024.jpg|||bread beef radish potato mushroom,supper/233769_20181231_supper_1546246649.jpg|||beef pancake vegetable potato,94.5,94.7
5e1f24a9cc7f2b888c000c6139231be6,2019/1/1,breakfast/233769_20190101_breakfast_1546299200.jpg|||carrot porridge egg,lunch/233769_20190101_lunch_1546313908.jpg|||chicken bread carrot cabbage mushroom,supper/233769_20190101_supper_1546338479.jpg|||cucumber beef chrysanthemum wine egg,94.7,96.1
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/1,breakfast/233747_20181201_breakfast_1543620647.jpg|||chrysanthemum milk egg,lunch/233747_20181201_lunch_1543638129.jpg|||cabbage yam chicken bamboo_shoot,supper/233747_20181201_supper_1543658409.jpg|||beef cherry,49.7,49.4
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/2,breakfast/233747_20181202_breakfast_1543713932.jpg|||spinach milk potato,lunch/233747_20181202_lunch_1543727207.jpg|||pepper tofu chicken potato,supper/233747_20181202_supper_1543743110.jpg|||cabbage shrimp potato,49.4,50.0
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/3,breakfast/233747_20181203_breakfast_1543795131.jpg|||bread tomato yogurt,lunch/233747_20181203_lunch_1543810003.jpg|||green duck tomato rice,supper/233747_20181203_supper_1543832676.jpg|||salmon chrysanthemum,50.0,48.7
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/4,breakfast/233747_20181204_breakfast_1543884428.jpg|||beef porridge carrot,lunch/233747_20181204_lunch_1543896873.jpg|||tofu beef vegetable potato,supper/233747_20181204_supper_1543917872.jpg|||cabbage chicken,48.7,48.3
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/5,breakfast/233747_20181205_breakfast_1543971997.jpg|||beef tomato milk,lunch/233747_20181205_lunch_1543981990.jpg|||cabbage tofu duck carrot,supper/233747_20181205_supper_1544004426.jpg|||fish kelp,48.3,49.4
9054eb8e88fa1b385beb549cfe5da0e1,2018/12/6,breakfast/233747_20181206_breakfast_1544056917.jpg|||vegetable corn milk,lunch/233747_20181206_lunch_1544068635.jpg|||tofu mushroom onion,supper/233747_20181206_supper_1544090541.jpg|||cabbage shrimp,49.4,49.0
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/12,breakfast/233747_20190412_breakfast_1555030556.jpg|||tomato milk potato,lunch/233747_20190412_lunch_1555044013.jpg|||cabbage tofu tuna rice,supper/233747_20190412_supper_1555063265.jpg|||chicken orange celery nut egg,49.0,48.7
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/13,breakfast/233747_20190413_breakfast_1555116829.jpg|||bread milk egg,lunch/233747_20190413_lunch_1555127924.jpg|||chicken tuna celery rice,supper/233747_20190413_supper_1555150699.jpg|||broccoli chicken,48.7,48.3
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/14,breakfast/233747_20190414_breakfast_1555202722.jpg|||tomato yogurt potato,lunch/233747_20190414_lunch_1555215373.jpg|||cucumber rice carrot lettuce soup egg,supper/233747_20190414_supper_1555239946.jpg|||cabbage tofu,48.3,48.0
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/15,breakfast/233747_20190415_breakfast_1555288222.jpg|||corn potato dumpling milk egg,lunch/233747_20190415_lunch_1555307025.jpg|||okra rice fish tofu green,supper/233747_20190415_supper_1555342505.jpg|||sugar bread carrot cantaloupe coffee fruit,48.0,48.0
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/16,breakfast/233747_20190416_breakfast_1555376405.jpg|||bread broccoli egg,lunch/233747_20190416_lunch_1555388758.jpg|||broccoli beef corn,supper/233747_20190416_supper_1555409134.jpg|||rabbit tomato,48.0,48.6
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/17,breakfast/233747_20190417_breakfast_1555459876.jpg|||cabbage milk potato,lunch/233747_20190417_lunch_1555473865.jpg|||cucumber chicken corn lettuce,supper/233747_20190417_supper_1555497002.jpg|||soup chicken tomato,48.6,48.1
9054eb8e88fa1b385beb549cfe5da0e1,2019/4/18,breakfast/233747_20190418_breakfast_1555548212.jpg|||carrot cucumber yogurt egg,lunch/233747_20190418_lunch_1555560047.jpg|||bread cucumber tuna cabbage,supper/233747_20190418_supper_1555585361.jpg|||tofu soup lettuce egg,48.1,48.1
035e5db5b147ed5c3106e006af6ff215,2018/11/26,breakfast/233356_20181126_breakfast_1543191861.jpg|||oatmeal milk egg,lunch/233356_20181126_lunch_1543205402.jpg|||pepper oatmeal chicken rice,supper/233356_20181126_supper_1543228457.jpg|||wood_ear eel lettuce,84.6,84.9
035e5db5b147ed5c3106e006af6ff215,2018/11/27,breakfast/233356_20181127_breakfast_1543278217.jpg|||corn milk egg,lunch/233356_20181127_lunch_1543291413.jpg|||yogurt egg vegetable pumpkin,supper/233356_20181127_supper_1543313880.jpg|||cabbage chicken,84.9,84.3
035e5db5b147ed5c3106e006af6ff215,2018/11/28,breakfast/233356_20181128_breakfast_1543365020.jpg|||sausage tomato lettuce milk egg,lunch/233356_20181128_lunch_1543379078.jpg|||yam chicken vegetable lettuce,supper/233356_20181128_supper_1543402031.jpg|||cabbage shrimp,84.3,84.2
035e5db5b147ed5c3106e006af6ff215,2018/11/29,breakfast/233356_20181129_breakfast_1543450588.jpg|||orange egg milk potato,lunch/233356_20181129_lunch_1543464256.jpg|||dragonfish pepper corn broccoli cherry soba carrot egg,supper/233356_20181129_supper_1543486351.jpg|||sandwich,84.2,84.1
035e5db5b147ed5c3106e006af6ff215,2018/11/30,breakfast/233356_20181130_breakfast_1543537481.jpg|||bread tomato yogurt egg,lunch/233356_20181130_lunch_1543550237.jpg|||taro duck lettuce cabbage mushroom kelp,supper/233356_20181130_supper_1543573457.jpg|||beef fruit,84.1,83.7
035e5db5b147ed5c3106e006af6ff215,2018/12/1,breakfast/233356_20181201_breakfast_1543639580.jpg|||milk egg,lunch/233356_20181201_lunch_1543639599.jpg|||pepper chicken broccoli rice cabbage mushroom,supper/233356_20181201_supper_1543663507.jpg|||fish shrimp spinach,83.7,83.6
035e5db5b147ed5c3106e006af6ff215,2018/12/19,breakfast/233356_20181219_breakfast_1545179712.jpg|||bread lettuce fish milk egg,lunch/233356_20181219_lunch_1545193895.jpg|||cabbage artemisia chicken,supper/233356_20181219_supper_1545214168.jpg|||fish rice,83.6,82.7
035e5db5b147ed5c3106e006af6ff215,2018/12/20,breakfast/233356_20181220_breakfast_1545265494.jpg|||artemisia tuna milk,lunch/233356_20181220_lunch_1545279295.jpg|||tofu lettuce potato,supper/233356_20181220_supper_1545299227.jpg|||,82.7,82.4
035e5db5b147ed5c3106e006af6ff215,2018/12/21,breakfast/233356_20181221_breakfast_1545351940.jpg|||porridge kelp sauce,lunch/233356_20181221_lunch_1545365606.jpg|||cabbage meat egg,supper/233356_20181221_supper_1545390302.jpg|||fish meal_replacement_powder,82.4,82.0
035e5db5b147ed5c3106e006af6ff215,2018/12/22,breakfast/233356_20181222_breakfast_1545435071.jpg|||porridge,lunch/233356_20181222_lunch_1545478967.jpg|||meal_replacement_powder juice,supper/233356_20181222_supper_1545478981.jpg|||meal_replacement_powder,82.0,81.8
035e5db5b147ed5c3106e006af6ff215,2018/12/23,breakfast/233356_20181223_breakfast_1545570070.jpg|||meal_replacement_powder milk,lunch/233356_20181223_lunch_1545570102.jpg|||soup rice,supper/233356_20181223_supper_1545570160.jpg|||cabbage lettuce noodle,81.8,81.2
035e5db5b147ed5c3106e006af6ff215,2018/12/24,breakfast/233356_20181224_breakfast_1545612162.jpg|||kiwifruit bread yogurt,lunch/233356_20181224_lunch_1545625289.jpg|||duck corn mushroom,supper/233356_20181224_supper_1545651469.jpg|||meal_replacement_powder tomato,81.2,81.2
035e5db5b147ed5c3106e006af6ff215,2018/12/25,breakfast/233356_20181225_breakfast_1545711029.jpg|||apple corn milk,lunch/233356_20181225_lunch_1545713285.jpg|||pasta soup egg,supper/233356_20181225_supper_1545747753.jpg|||meal_replacement_powder chicken,81.2,81.0
035e5db5b147ed5c3106e006af6ff215,2018/12/26,breakfast/233356_20181226_breakfast_1545777935.jpg|||lettuce milk egg,lunch/233356_20181226_lunch_1545797498.jpg|||shrimp melon meat mushroom egg,supper/233356_20181226_supper_1545822227.jpg|||meal_replacement_powder tomato,81.0,80.7
035e5db5b147ed5c3106e006af6ff215,2018/12/27,breakfast/233356_20181227_breakfast_1545869989.jpg|||porridge apple egg,lunch/233356_20181227_lunch_1545884006.jpg|||lettuce duck lotus_root,supper/233356_20181227_supper_1545912698.jpg|||meal_replacement_powder spinach,80.7,80.3
035e5db5b147ed5c3106e006af6ff215,2018/12/28,breakfast/233356_20181228_breakfast_1545969778.jpg|||sandwich egg,lunch/233356_20181228_lunch_1545969851.jpg|||porridge,supper/233356_20181228_supper_1545992085.jpg|||fish lettuce lotus_root,80.3,79.6
035e5db5b147ed5c3106e006af6ff215,2018/12/29,breakfast/233356_20181229_breakfast_1546043172.jpg|||cabbage beef milk,lunch/233356_20181229_lunch_1546058092.jpg|||fish orange lotus_root,supper/233356_20181229_supper_1546090236.jpg|||meal_replacement_powder,79.6,79.5
035e5db5b147ed5c3106e006af6ff215,2019/1/2,breakfast/233356_20190102_breakfast_1546388542.jpg|||porridge egg,lunch/233356_20190102_lunch_1546409776.jpg|||rice,supper/233356_20190102_supper_1546430566.jpg|||broccoli meal_replacement_powder lettuce,79.5,80.2
035e5db5b147ed5c3106e006af6ff215,2019/1/3,breakfast/233356_20190103_breakfast_1546475305.jpg|||bean porridge beef potato egg,lunch/233356_20190103_lunch_1546520796.jpg|||fish broccoli grain rice,supper/233356_20190103_supper_1546520905.jpg|||meal_replacement_powder egg,80.2,79.6
035e5db5b147ed5c3106e006af6ff215,2019/1/4,breakfast/233356_20190104_breakfast_1546561887.jpg|||porridge pear egg,lunch/233356_20190104_lunch_1546577037.jpg|||duck vegetable lotus_root,supper/233356_20190104_supper_1546614797.jpg|||meal_replacement_powder,79.6,79.7
035e5db5b147ed5c3106e006af6ff215,2019/1/5,breakfast/233356_20190105_breakfast_1546642999.jpg|||bread milk,lunch/233356_20190105_lunch_1546693246.jpg|||potato carrot beef rice,supper/233356_20190105_supper_1546693315.jpg|||meal_replacement_powder,79.7,80.0
035e5db5b147ed5c3106e006af6ff215,2019/1/6,breakfast/233356_20190106_breakfast_1546775470.jpg|||meal_replacement_powder,lunch/233356_20190106_lunch_1546775282.jpg|||tofu lettuce rice,supper/233356_20190106_supper_1546775325.jpg|||cabbage carrot meat,80.0,79.9
035e5db5b147ed5c3106e006af6ff215,2019/1/7,breakfast/233356_20190107_breakfast_1546820086.jpg|||soymilk broccoli beef,lunch/233356_20190107_lunch_1546835078.jpg|||onion potato,supper/233356_20190107_supper_1546862849.jpg|||beef meal_replacement_powder,79.9,79.6
